"country_name","month","deaths_on_last_day"
"San Marino","2020-05","42.0"
"San Marino","2020-06","42.0"
"San Marino","2020-07","42.0"
"San Marino","2020-08","42.0"
"San Marino","2020-09","42.0"
"Sao Tome and Principe","2020-05","12.0"
"Sao Tome and Principe","2020-06","13.0"
"Sao Tome and Principe","2020-07","15.0"
"Sao Tome and Principe","2020-08","15.0"
"Sao Tome and Principe","2020-09","15.0"
"Saudi Arabia","2020-05","480.0"
"Saudi Arabia","2020-06","1599.0"
"Saudi Arabia","2020-07","2866.0"
"Saudi Arabia","2020-08","3870.0"
"Saudi Arabia","2020-09","4739.0"
"Senegal","2020-05","42.0"
"Senegal","2020-06","108.0"
"Senegal","2020-07","204.0"
"Senegal","2020-08","284.0"
"Senegal","2020-09","310.0"
"Serbia","2020-05","242.0"
"Serbia","2020-06","274.0"
"Serbia","2020-07","565.0"
"Serbia","2020-08","711.0"
"Serbia","2020-09","749.0"
"Seychelles","2020-05","0.0"
"Seychelles","2020-06","0.0"
"Seychelles","2020-07","0.0"
"Seychelles","2020-08","0.0"
"Seychelles","2020-09","0.0"
"Sierra Leone","2020-05","46.0"
"Sierra Leone","2020-06","60.0"
"Sierra Leone","2020-07","67.0"
"Sierra Leone","2020-08","70.0"
"Sierra Leone","2020-09","72.0"
"Singapore","2020-05","23.0"
"Singapore","2020-06","26.0"
"Singapore","2020-07","27.0"
"Singapore","2020-08","27.0"
"Singapore","2020-09","27.0"
"Sint Maarten (Dutch part)","2020-05","15.0"
"Sint Maarten (Dutch part)","2020-06","15.0"
"Sint Maarten (Dutch part)","2020-07","15.0"
"Sint Maarten (Dutch part)","2020-08","17.0"
"Sint Maarten (Dutch part)","2020-09","22.0"
"Slovakia","2020-05","28.0"
"Slovakia","2020-06","28.0"
"Slovakia","2020-07","28.0"
"Slovakia","2020-08","33.0"
"Slovakia","2020-09","45.0"
"Slovenia","2020-05","108.0"
"Slovenia","2020-06","111.0"
"Slovenia","2020-07","117.0"
"Slovenia","2020-08","128.0"
"Slovenia","2020-09","138.0"
"Somalia","2020-05","73.0"
"Somalia","2020-06","90.0"
"Somalia","2020-07","93.0"
"Somalia","2020-08","97.0"
"Somalia","2020-09","99.0"
"South Africa","2020-05","643.0"
"South Africa","2020-06","2529.0"
"South Africa","2020-07","7812.0"
"South Africa","2020-08","14028.0"
"South Africa","2020-09","16667.0"
"South Korea","2020-05","270.0"
"South Korea","2020-06","282.0"
"South Korea","2020-07","301.0"
"South Korea","2020-08","324.0"
"South Korea","2020-09","413.0"
"South Sudan","2020-05","10.0"
"South Sudan","2020-06","37.0"
"South Sudan","2020-07","46.0"
"South Sudan","2020-08","47.0"
"South Sudan","2020-09","49.0"
"Spain","2020-05","28752.0"
"Spain","2020-06","28355.0"
"Spain","2020-07","28445.0"
"Spain","2020-08","29094.0"
"Spain","2020-09","31614.0"
"Sri Lanka","2020-05","10.0"
"Sri Lanka","2020-06","11.0"
"Sri Lanka","2020-07","11.0"
"Sri Lanka","2020-08","12.0"
"Sri Lanka","2020-09","13.0"
"Sudan","2020-05","262.0"
"Sudan","2020-06","572.0"
"Sudan","2020-07","725.0"
"Sudan","2020-08","823.0"
"Sudan","2020-09","836.0"
"Suriname","2020-05","1.0"
"Suriname","2020-06","13.0"
"Suriname","2020-07","26.0"
"Suriname","2020-08","67.0"
"Suriname","2020-09","104.0"
"Swaziland","2020-05","2.0"
"Swaziland","2020-06","11.0"
"Swaziland","2020-07","40.0"
"Swaziland","2020-08","91.0"
"Swaziland","2020-09","108.0"
"Sweden","2020-05","4593.0"
"Sweden","2020-06","5482.0"
"Sweden","2020-07","5760.0"
"Sweden","2020-08","5839.0"
"Sweden","2020-09","5890.0"
"Switzerland","2020-05","1656.0"
"Switzerland","2020-06","1681.0"
"Switzerland","2020-07","1703.0"
"Switzerland","2020-08","1724.0"
"Switzerland","2020-09","1781.0"
"Syria","2020-05","4.0"
"Syria","2020-06","9.0"
"Syria","2020-07","41.0"
"Syria","2020-08","109.0"
"Syria","2020-09","197.0"
"Taiwan","2020-05","7.0"
"Taiwan","2020-06","7.0"
"Taiwan","2020-07","7.0"
"Taiwan","2020-08","7.0"
"Taiwan","2020-09","7.0"
"Tajikistan","2020-05","47.0"
"Tajikistan","2020-06","52.0"
"Tajikistan","2020-07","60.0"
"Tajikistan","2020-08","68.0"
"Tajikistan","2020-09","75.0"
"Tanzania","2020-05","21.0"
"Tanzania","2020-06","21.0"
"Tanzania","2020-07","21.0"
"Tanzania","2020-08","21.0"
"Tanzania","2020-09","21.0"
"Thailand","2020-05","57.0"
"Thailand","2020-06","58.0"
"Thailand","2020-07","58.0"
"Thailand","2020-08","58.0"
"Thailand","2020-09","59.0"
"Timor","2020-05","0.0"
"Timor","2020-06","0.0"
"Timor","2020-07","0.0"
"Timor","2020-08","0.0"
"Timor","2020-09","0.0"
"Togo","2020-05","13.0"
"Togo","2020-06","14.0"
"Togo","2020-07","18.0"
"Togo","2020-08","27.0"
"Togo","2020-09","48.0"
"Trinidad and Tobago","2020-05","8.0"
"Trinidad and Tobago","2020-06","8.0"
"Trinidad and Tobago","2020-07","8.0"
"Trinidad and Tobago","2020-08","21.0"
"Trinidad and Tobago","2020-09","74.0"
"Tunisia","2020-05","48.0"
"Tunisia","2020-06","50.0"
"Tunisia","2020-07","50.0"
"Tunisia","2020-08","76.0"
"Tunisia","2020-09","246.0"
"Turkey","2020-05","4515.0"
"Turkey","2020-06","5115.0"
"Turkey","2020-07","5674.0"
"Turkey","2020-08","6326.0"
"Turkey","2020-09","8130.0"
"Turks and Caicos Islands","2020-05","1.0"
"Turks and Caicos Islands","2020-06","1.0"
"Turks and Caicos Islands","2020-07","2.0"
"Turks and Caicos Islands","2020-08","3.0"
"Turks and Caicos Islands","2020-09","6.0"
"Uganda","2020-05","0.0"
"Uganda","2020-06","0.0"
"Uganda","2020-07","2.0"
"Uganda","2020-08","30.0"
"Uganda","2020-09","75.0"
"Ukraine","2020-05","696.0"
"Ukraine","2020-06","1147.0"
"Ukraine","2020-07","1673.0"
"Ukraine","2020-08","2527.0"
"Ukraine","2020-09","4065.0"
"United Arab Emirates","2020-05","262.0"
"United Arab Emirates","2020-06","314.0"
"United Arab Emirates","2020-07","351.0"
"United Arab Emirates","2020-08","382.0"
"United Arab Emirates","2020-09","416.0"
"United Kingdom","2020-05","37385.0"
"United Kingdom","2020-06","40341.0"
"United Kingdom","2020-07","41169.0"
"United Kingdom","2020-08","41499.0"
"United Kingdom","2020-09","42072.0"
"United States","2020-05","103781.0"
"United States","2020-06","126140.0"
"United States","2020-07","152070.0"
"United States","2020-08","183069.0"
"United States","2020-09","205998.0"
"United States Virgin Islands","2020-05","6.0"
"United States Virgin Islands","2020-06","6.0"
"United States Virgin Islands","2020-07","8.0"
"United States Virgin Islands","2020-08","14.0"
"United States Virgin Islands","2020-09","20.0"
"Uruguay","2020-05","22.0"
"Uruguay","2020-06","27.0"
"Uruguay","2020-07","35.0"
"Uruguay","2020-08","44.0"
"Uruguay","2020-09","48.0"
"Uzbekistan","2020-05","14.0"
"Uzbekistan","2020-06","24.0"
"Uzbekistan","2020-07","137.0"
"Uzbekistan","2020-08","317.0"
"Uzbekistan","2020-09","468.0"
"Vatican","2020-05","0.0"
"Vatican","2020-06","0.0"
"Vatican","2020-07","0.0"
"Vatican","2020-08","0.0"
"Vatican","2020-09","0.0"
"Venezuela","2020-05","14.0"
"Venezuela","2020-06","48.0"
"Venezuela","2020-07","158.0"
"Venezuela","2020-08","381.0"
"Venezuela","2020-09","621.0"
"Vietnam","2020-05","0.0"
"Vietnam","2020-06","0.0"
"Vietnam","2020-07","0.0"
"Vietnam","2020-08","32.0"
"Vietnam","2020-09","35.0"
"Western Sahara","2020-05","1.0"
"Western Sahara","2020-06","1.0"
"Western Sahara","2020-07","1.0"
"Western Sahara","2020-08","1.0"
"Western Sahara","2020-09","1.0"
"World","2020-05","368044.0"
"World","2020-06","502122.0"
"World","2020-07","668330.0"
"World","2020-08","846957.0"
"World","2020-09","1008932.0"
"Yemen","2020-05","77.0"
"Yemen","2020-06","304.0"
"Yemen","2020-07","487.0"
"Yemen","2020-08","564.0"
"Yemen","2020-09","588.0"
"Zambia","2020-05","7.0"
"Zambia","2020-06","22.0"
"Zambia","2020-07","149.0"
"Zambia","2020-08","287.0"
"Zambia","2020-09","332.0"
"Zimbabwe","2020-05","4.0"
"Zimbabwe","2020-06","7.0"
"Zimbabwe","2020-07","53.0"
"Zimbabwe","2020-08","196.0"
"Zimbabwe","2020-09","228.0"
